target_id,queue_priority,queue_type,queue_reason,candidate_family,positive_family,is_positive,ml_rank,ml_probability,heuristic_rank,heuristic_score,recommended_action
goahead_CVE-2017-17562,3,near_miss,หลัง enrich แล้ว GoAhead พลาดเฉียด Top-3 เพราะ port 8080 กับ generic Home Page ชนหลาย family,jenkins,goahead,False,5,0.3323201230364789,5,1.08,compare_as_negative_or_confuser
gogs_CVE-2018-18925,,,,gogs,gogs,True,1,0.9982157303526588,1,7.000000000000001,validate_expected_family
gogs_CVE-2018-18925,,,,grafana,gogs,False,2,0.37218765862980996,2,1.1,compare_as_negative_or_confuser
gogs_CVE-2018-18925,,,,nextjs,gogs,False,3,0.37218765862980996,3,1.1,compare_as_negative_or_confuser
gogs_CVE-2018-18925,,,,rails,gogs,False,4,0.37218765862980996,4,1.1,compare_as_negative_or_confuser
gogs_CVE-2018-18925,,,,aria2,gogs,False,5,0.057664996714358506,26,0.0,compare_as_negative_or_confuser
grafana_CVE-2021-43798,7,positive_control,title ชัดและ model จัดถูก ใช้เป็น positive control,grafana,grafana,True,1,0.9982157303526588,1,7.000000000000001,validate_expected_family
grafana_CVE-2021-43798,7,positive_control,title ชัดและ model จัดถูก ใช้เป็น positive control,gogs,grafana,False,2,0.37218765862980996,2,1.1,compare_as_negative_or_confuser
grafana_CVE-2021-43798,7,positive_control,title ชัดและ model จัดถูก ใช้เป็น positive control,nextjs,grafana,False,3,0.37218765862980996,3,1.1,compare_as_negative_or_confuser
grafana_CVE-2021-43798,7,positive_control,title ชัดและ model จัดถูก ใช้เป็น positive control,rails,grafana,False,4,0.37218765862980996,4,1.1,compare_as_negative_or_confuser
grafana_CVE-2021-43798,7,positive_control,title ชัดและ model จัดถูก ใช้เป็น positive control,aria2,grafana,False,5,0.057664996714358506,26,0.0,compare_as_negative_or_confuser
jenkins_CVE-2018-1000861,,,,jenkins,jenkins,True,1,0.9982512782853469,1,7.000000000000001,validate_expected_family
jenkins_CVE-2018-1000861,,,,jetty,jenkins,False,2,0.9979210624309304,2,6.500000000000001,compare_as_negative_or_confuser
jenkins_CVE-2018-1000861,,,,adminer,jenkins,False,3,0.38307807764645546,3,1.1,compare_as_negative_or_confuser
jenkins_CVE-2018-1000861,,,,appweb,jenkins,False,4,0.38307807764645546,4,1.1,compare_as_negative_or_confuser
jenkins_CVE-2018-1000861,,,,drupal,jenkins,False,5,0.38307807764645546,5,1.1,compare_as_negative_or_confuser
jetty_CVE-2021-28164,,,,jetty,jetty,True,1,0.9982833510690714,1,8.5,validate_expected_family
jetty_CVE-2021-28164,,,,adminer,jetty,False,2,0.385170523892737,2,1.1,compare_as_negative_or_confuser
jetty_CVE-2021-28164,,,,appweb,jetty,False,3,0.385170523892737,3,1.1,compare_as_negative_or_confuser
jetty_CVE-2021-28164,,,,drupal,jetty,False,4,0.385170523892737,4,1.1,compare_as_negative_or_confuser
jetty_CVE-2021-28164,,,,goahead,jetty,False,5,0.385170523892737,5,1.1,compare_as_negative_or_confuser
joomla_CVE-2023-23752,4,regression_guard,เคยพลาดหนักแต่รอบ enrich ดีขึ้นแล้ว ใช้เช็กว่า scan/feature ใหม่ไม่ทำให้ regression,joomla,joomla,True,1,0.24693205895972042,1,4.2700000000000005,validate_expected_family
joomla_CVE-2023-23752,4,regression_guard,เคยพลาดหนักแต่รอบ enrich ดีขึ้นแล้ว ใช้เช็กว่า scan/feature ใหม่ไม่ทำให้ regression,aria2,joomla,False,2,0.06812952632653631,26,0.0,compare_as_negative_or_confuser
joomla_CVE-2023-23752,4,regression_guard,เคยพลาดหนักแต่รอบ enrich ดีขึ้นแล้ว ใช้เช็กว่า scan/feature ใหม่ไม่ทำให้ regression,redis,joomla,False,3,0.06812952632653631,27,0.0,compare_as_negative_or_confuser
joomla_CVE-2023-23752,4,regression_guard,เคยพลาดหนักแต่รอบ enrich ดีขึ้นแล้ว ใช้เช็กว่า scan/feature ใหม่ไม่ทำให้ regression,nextjs,joomla,False,4,0.018301229035692392,2,2.003333333333333,compare_as_negative_or_confuser
joomla_CVE-2023-23752,4,regression_guard,เคยพลาดหนักแต่รอบ enrich ดีขึ้นแล้ว ใช้เช็กว่า scan/feature ใหม่ไม่ทำให้ regression,adminer,joomla,False,5,0.004425426688148359,3,0.87,compare_as_negative_or_confuser
nextjs_CVE-2025-29927,,,,nextjs,nextjs,True,1,0.9849797919465012,1,4.820000000000001,validate_expected_family
nextjs_CVE-2025-29927,,,,drupal,nextjs,False,2,0.8470208631078533,2,4.12,compare_as_negative_or_confuser
nextjs_CVE-2025-29927,,,,gogs,nextjs,False,3,0.2566397076524562,3,1.4200000000000002,compare_as_negative_or_confuser
nextjs_CVE-2025-29927,,,,grafana,nextjs,False,4,0.2566397076524562,4,1.4200000000000002,compare_as_negative_or_confuser
nextjs_CVE-2025-29927,,,,rails,nextjs,False,5,0.2566397076524562,5,1.4200000000000002,compare_as_negative_or_confuser
nexus_CVE-2019-7238,,,,nexus,nexus,True,1,0.3549826946327152,1,0.89,validate_expected_family
nexus_CVE-2019-7238,,,,adminer,nexus,False,2,0.054573312484847106,2,0.19,compare_as_negative_or_confuser
nexus_CVE-2019-7238,,,,appweb,nexus,False,3,0.054573312484847106,3,0.19,compare_as_negative_or_confuser
nexus_CVE-2019-7238,,,,couchdb,nexus,False,4,0.054573312484847106,4,0.19,compare_as_negative_or_confuser
nexus_CVE-2019-7238,,,,druid,nexus,False,5,0.054573312484847106,5,0.19,compare_as_negative_or_confuser
nginx_CVE-2017-7529,9,positive_control,server/title ชัด ใช้เป็น web server control,nginx,nginx,True,1,0.9977975483024069,1,9.3,validate_expected_family
nginx_CVE-2017-7529,9,positive_control,server/title ชัด ใช้เป็น web server control,adminer,nginx,False,2,0.3002748625755891,2,1.4000000000000001,compare_as_negative_or_confuser
nginx_CVE-2017-7529,9,positive_control,server/title ชัด ใช้เป็น web server control,appweb,nginx,False,3,0.3002748625755891,3,1.4000000000000001,compare_as_negative_or_confuser
nginx_CVE-2017-7529,9,positive_control,server/title ชัด ใช้เป็น web server control,drupal,nginx,False,4,0.3002748625755891,4,1.4000000000000001,compare_as_negative_or_confuser
nginx_CVE-2017-7529,9,positive_control,server/title ชัด ใช้เป็น web server control,goahead,nginx,False,5,0.3002748625755891,5,1.4000000000000001,compare_as_negative_or_confuser
phpmyadmin_CVE-2018-12613,,,,phpmyadmin,phpmyadmin,True,1,0.9945790663062978,1,5.333333333333334,validate_expected_family
phpmyadmin_CVE-2018-12613,,,,adminer,phpmyadmin,False,2,0.3848796940432323,2,1.1,compare_as_negative_or_confuser
phpmyadmin_CVE-2018-12613,,,,appweb,phpmyadmin,False,3,0.3848796940432323,3,1.1,compare_as_negative_or_confuser
phpmyadmin_CVE-2018-12613,,,,drupal,phpmyadmin,False,4,0.3848796940432323,4,1.1,compare_as_negative_or_confuser
phpmyadmin_CVE-2018-12613,,,,goahead,phpmyadmin,False,5,0.3848796940432323,5,1.1,compare_as_negative_or_confuser
rails_CVE-2018-3760,,,,rails,rails,True,1,0.9982157303526588,1,7.000000000000001,validate_expected_family
rails_CVE-2018-3760,,,,gogs,rails,False,2,0.37218765862981007,2,1.1,compare_as_negative_or_confuser
rails_CVE-2018-3760,,,,grafana,rails,False,3,0.37218765862981007,3,1.1,compare_as_negative_or_confuser
rails_CVE-2018-3760,,,,nextjs,rails,False,4,0.37218765862981007,4,1.1,compare_as_negative_or_confuser
rails_CVE-2018-3760,,,,aria2,rails,False,5,0.05766499671435848,26,0.0,compare_as_negative_or_confuser
rails_CVE-2019-5418,,,,rails,rails,True,1,0.9982157303526588,1,7.000000000000001,validate_expected_family
rails_CVE-2019-5418,,,,gogs,rails,False,2,0.37218765862981007,2,1.1,compare_as_negative_or_confuser
rails_CVE-2019-5418,,,,grafana,rails,False,3,0.37218765862981007,3,1.1,compare_as_negative_or_confuser
rails_CVE-2019-5418,,,,nextjs,rails,False,4,0.37218765862981007,4,1.1,compare_as_negative_or_confuser
rails_CVE-2019-5418,,,,aria2,rails,False,5,0.05766499671435848,26,0.0,compare_as_negative_or_confuser
redis_CVE-2022-0543,5,positive_control,non-http service fingerprint ชัด ใช้เป็นตัวเทียบว่าระบบทำถูกหน้าตาเป็นอย่างไร,redis,redis,True,1,0.9997934568819894,1,6.7,validate_expected_family
redis_CVE-2022-0543,5,positive_control,non-http service fingerprint ชัด ใช้เป็นตัวเทียบว่าระบบทำถูกหน้าตาเป็นอย่างไร,aria2,redis,False,2,0.31014305456390884,2,0.6,compare_as_negative_or_confuser
redis_CVE-2022-0543,5,positive_control,non-http service fingerprint ชัด ใช้เป็นตัวเทียบว่าระบบทำถูกหน้าตาเป็นอย่างไร,adminer,redis,False,3,0.029371224559942517,3,0.22999999999999998,compare_as_negative_or_confuser
redis_CVE-2022-0543,5,positive_control,non-http service fingerprint ชัด ใช้เป็นตัวเทียบว่าระบบทำถูกหน้าตาเป็นอย่างไร,appweb,redis,False,4,0.029371224559942517,4,0.22999999999999998,compare_as_negative_or_confuser
redis_CVE-2022-0543,5,positive_control,non-http service fingerprint ชัด ใช้เป็นตัวเทียบว่าระบบทำถูกหน้าตาเป็นอย่างไร,couchdb,redis,False,5,0.029371224559942517,5,0.22999999999999998,compare_as_negative_or_confuser
shiro_CVE-2016-4437,2,hard_failure,หลัง enrich แล้ว Shiro ยังพลาด เพราะมีแค่หน้า Login Page ไม่พอแยกจาก web app อื่น,adminer,shiro,False,1,0.33232012303647906,1,1.08,compare_as_negative_or_confuser
shiro_CVE-2016-4437,2,hard_failure,หลัง enrich แล้ว Shiro ยังพลาด เพราะมีแค่หน้า Login Page ไม่พอแยกจาก web app อื่น,appweb,shiro,False,2,0.33232012303647906,2,1.08,compare_as_negative_or_confuser
shiro_CVE-2016-4437,2,hard_failure,หลัง enrich แล้ว Shiro ยังพลาด เพราะมีแค่หน้า Login Page ไม่พอแยกจาก web app อื่น,drupal,shiro,False,3,0.33232012303647906,3,1.08,compare_as_negative_or_confuser
shiro_CVE-2016-4437,2,hard_failure,หลัง enrich แล้ว Shiro ยังพลาด เพราะมีแค่หน้า Login Page ไม่พอแยกจาก web app อื่น,goahead,shiro,False,4,0.33232012303647906,4,1.08,compare_as_negative_or_confuser
shiro_CVE-2016-4437,2,hard_failure,หลัง enrich แล้ว Shiro ยังพลาด เพราะมีแค่หน้า Login Page ไม่พอแยกจาก web app อื่น,jenkins,shiro,False,5,0.33232012303647906,5,1.08,compare_as_negative_or_confuser
solr_CVE-2017-12629-RCE,,,,solr,solr,True,1,0.9982032603535211,1,7.000000000000001,validate_expected_family
solr_CVE-2017-12629-RCE,,,,aria2,solr,False,2,0.05785671975642288,26,0.0,compare_as_negative_or_confuser
solr_CVE-2017-12629-RCE,,,,redis,solr,False,3,0.05785671975642288,27,0.0,compare_as_negative_or_confuser
solr_CVE-2017-12629-RCE,,,,adminer,solr,False,4,0.04750672433270302,2,0.4,compare_as_negative_or_confuser
solr_CVE-2017-12629-RCE,,,,appweb,solr,False,5,0.04750672433270302,3,0.4,compare_as_negative_or_confuser
spring_CVE-2022-22965,1,hard_failure,หลัง enrich แล้ว Spring ยังพลาด เพราะ port 8080/Tomcat ชนกับหลาย family และยังไม่มี Spring-specific evidence ชัด,adminer,spring,False,1,0.32942173158025495,1,1.1,compare_as_negative_or_confuser
spring_CVE-2022-22965,1,hard_failure,หลัง enrich แล้ว Spring ยังพลาด เพราะ port 8080/Tomcat ชนกับหลาย family และยังไม่มี Spring-specific evidence ชัด,appweb,spring,False,2,0.32942173158025495,2,1.1,compare_as_negative_or_confuser
spring_CVE-2022-22965,1,hard_failure,หลัง enrich แล้ว Spring ยังพลาด เพราะ port 8080/Tomcat ชนกับหลาย family และยังไม่มี Spring-specific evidence ชัด,drupal,spring,False,3,0.32942173158025495,3,1.1,compare_as_negative_or_confuser
spring_CVE-2022-22965,1,hard_failure,หลัง enrich แล้ว Spring ยังพลาด เพราะ port 8080/Tomcat ชนกับหลาย family และยังไม่มี Spring-specific evidence ชัด,goahead,spring,False,4,0.32942173158025495,4,1.1,compare_as_negative_or_confuser
spring_CVE-2022-22965,1,hard_failure,หลัง enrich แล้ว Spring ยังพลาด เพราะ port 8080/Tomcat ชนกับหลาย family และยังไม่มี Spring-specific evidence ชัด,jenkins,spring,False,5,0.32942173158025495,5,1.1,compare_as_negative_or_confuser
struts2_s2-045,,,,struts2,struts2,True,1,0.9982512782853469,1,7.000000000000001,validate_expected_family
struts2_s2-045,,,,jetty,struts2,False,2,0.9979210624309304,2,6.500000000000001,compare_as_negative_or_confuser
struts2_s2-045,,,,adminer,struts2,False,3,0.38307807764645546,3,1.1,compare_as_negative_or_confuser
struts2_s2-045,,,,appweb,struts2,False,4,0.38307807764645546,4,1.1,compare_as_negative_or_confuser
struts2_s2-045,,,,drupal,struts2,False,5,0.38307807764645546,5,1.1,compare_as_negative_or_confuser
thinkphp_5-rce,,,,thinkphp,thinkphp,True,1,0.9958533288021629,1,4.330000000000001,validate_expected_family
thinkphp_5-rce,,,,tomcat,thinkphp,False,2,0.5941005957663303,14,0.9299999999999999,compare_as_negative_or_confuser
thinkphp_5-rce,,,,adminer,thinkphp,False,3,0.5941005957663302,2,0.9299999999999999,compare_as_negative_or_confuser
thinkphp_5-rce,,,,appweb,thinkphp,False,4,0.5941005957663302,3,0.9299999999999999,compare_as_negative_or_confuser
thinkphp_5-rce,,,,drupal,thinkphp,False,5,0.5941005957663302,4,0.9299999999999999,compare_as_negative_or_confuser
tomcat_CVE-2017-12615,8,positive_control,Tomcat banner/title ชัด ใช้แยกจาก Spring/Struts,tomcat,tomcat,True,1,0.9969903009513624,1,5.750000000000001,validate_expected_family
tomcat_CVE-2017-12615,8,positive_control,Tomcat banner/title ชัด ใช้แยกจาก Spring/Struts,spring,tomcat,False,2,0.9606377813063965,2,4.05,compare_as_negative_or_confuser
tomcat_CVE-2017-12615,8,positive_control,Tomcat banner/title ชัด ใช้แยกจาก Spring/Struts,thinkphp,tomcat,False,3,0.38559464532385007,14,1.1,compare_as_negative_or_confuser
tomcat_CVE-2017-12615,8,positive_control,Tomcat banner/title ชัด ใช้แยกจาก Spring/Struts,adminer,tomcat,False,4,0.38559464532385,3,1.1,compare_as_negative_or_confuser
tomcat_CVE-2017-12615,8,positive_control,Tomcat banner/title ชัด ใช้แยกจาก Spring/Struts,appweb,tomcat,False,5,0.38559464532385,4,1.1,compare_as_negative_or_confuser
webmin_CVE-2019-15107,,,,webmin,webmin,True,1,0.9961791270913036,1,6.750000000000001,validate_expected_family
webmin_CVE-2019-15107,,,,aria2,webmin,False,2,0.05791840628028055,26,0.0,compare_as_negative_or_confuser
webmin_CVE-2019-15107,,,,redis,webmin,False,3,0.05791840628028055,27,0.0,compare_as_negative_or_confuser
webmin_CVE-2019-15107,,,,adminer,webmin,False,4,0.047459621007996215,2,0.4,compare_as_negative_or_confuser
webmin_CVE-2019-15107,,,,appweb,webmin,False,5,0.047459621007996215,3,0.4,compare_as_negative_or_confuser
