target_id,queue_priority,queue_type,queue_reason,candidate_family,positive_family,is_positive,ml_rank,ml_probability,heuristic_rank,heuristic_score,recommended_action
aria2_rce,6,positive_control,non-http RPC fingerprint ชัด ใช้เป็น positive control,adminer,aria2,False,5,0.06430876923604997,3,0.1,compare_as_negative_or_confuser
couchdb_CVE-2017-12635,,,,couchdb,couchdb,True,1,0.9922767255546732,1,6.500000000000001,validate_expected_family
couchdb_CVE-2017-12635,,,,aria2,couchdb,False,2,0.06745606443006259,26,0.0,compare_as_negative_or_confuser
couchdb_CVE-2017-12635,,,,redis,couchdb,False,3,0.06745606443006259,27,0.0,compare_as_negative_or_confuser
couchdb_CVE-2017-12635,,,,webmin,couchdb,False,4,0.037783070486456245,25,0.4,compare_as_negative_or_confuser
couchdb_CVE-2017-12635,,,,adminer,couchdb,False,5,0.03778307048645623,2,0.4,compare_as_negative_or_confuser
couchdb_CVE-2017-12636,,,,couchdb,couchdb,True,1,0.9923251188162542,1,6.500000000000001,validate_expected_family
couchdb_CVE-2017-12636,,,,nextjs,couchdb,False,2,0.21776180150370852,2,1.5333333333333332,compare_as_negative_or_confuser
couchdb_CVE-2017-12636,,,,aria2,couchdb,False,3,0.06772692810563119,26,0.0,compare_as_negative_or_confuser
couchdb_CVE-2017-12636,,,,redis,couchdb,False,4,0.06772692810563119,27,0.0,compare_as_negative_or_confuser
couchdb_CVE-2017-12636,,,,adminer,couchdb,False,5,0.03801246208613619,3,0.4,compare_as_negative_or_confuser
drupal_CVE-2018-7600,,,,drupal,drupal,True,1,0.9991291546287991,1,7.000000000000001,validate_expected_family
drupal_CVE-2018-7600,,,,adminer,drupal,False,2,0.19428346035257285,2,1.1,compare_as_negative_or_confuser
drupal_CVE-2018-7600,,,,appweb,drupal,False,3,0.19428346035257285,3,1.1,compare_as_negative_or_confuser
drupal_CVE-2018-7600,,,,goahead,drupal,False,4,0.19428346035257285,4,1.1,compare_as_negative_or_confuser
drupal_CVE-2018-7600,,,,jenkins,drupal,False,5,0.19428346035257285,5,1.1,compare_as_negative_or_confuser
elasticsearch_CVE-2015-1427,,,,elasticsearch,elasticsearch,True,1,0.986332011701793,1,4.500000000000001,validate_expected_family
elasticsearch_CVE-2015-1427,,,,aria2,elasticsearch,False,2,0.06688950228213399,26,0.0,compare_as_negative_or_confuser
elasticsearch_CVE-2015-1427,,,,redis,elasticsearch,False,3,0.06688950228213399,27,0.0,compare_as_negative_or_confuser
elasticsearch_CVE-2015-1427,,,,adminer,elasticsearch,False,4,0.03785202415037915,2,0.4,compare_as_negative_or_confuser
elasticsearch_CVE-2015-1427,,,,appweb,elasticsearch,False,5,0.03785202415037915,3,0.4,compare_as_negative_or_confuser
flask_ssti,,,,flask,flask,True,1,0.7416422470698774,1,2.73,validate_expected_family
flask_ssti,,,,thinkphp,flask,False,2,0.08921779884054182,23,0.22999999999999998,compare_as_negative_or_confuser
flask_ssti,,,,tomcat,flask,False,3,0.08921779884054182,24,0.22999999999999998,compare_as_negative_or_confuser
flask_ssti,,,,adminer,flask,False,4,0.08921779884054179,2,0.22999999999999998,compare_as_negative_or_confuser
flask_ssti,,,,appweb,flask,False,5,0.08921779884054179,3,0.22999999999999998,compare_as_negative_or_confuser
goahead_CVE-2017-17562,3,near_miss,หลัง enrich แล้ว GoAhead พลาดเฉียด Top-3 เพราะ port 8080 กับ generic Home Page ชนหลาย family,goahead,goahead,True,1,0.9852921609407287,1,4.600000000000001,validate_expected_family
goahead_CVE-2017-17562,3,near_miss,หลัง enrich แล้ว GoAhead พลาดเฉียด Top-3 เพราะ port 8080 กับ generic Home Page ชนหลาย family,thinkphp,goahead,False,2,0.18252271010320933,13,1.2,compare_as_negative_or_confuser
goahead_CVE-2017-17562,3,near_miss,หลัง enrich แล้ว GoAhead พลาดเฉียด Top-3 เพราะ port 8080 กับ generic Home Page ชนหลาย family,tomcat,goahead,False,3,0.18252271010320933,14,1.2,compare_as_negative_or_confuser
goahead_CVE-2017-17562,3,near_miss,หลัง enrich แล้ว GoAhead พลาดเฉียด Top-3 เพราะ port 8080 กับ generic Home Page ชนหลาย family,adminer,goahead,False,4,0.18252271010320928,2,1.2,compare_as_negative_or_confuser
goahead_CVE-2017-17562,3,near_miss,หลัง enrich แล้ว GoAhead พลาดเฉียด Top-3 เพราะ port 8080 กับ generic Home Page ชนหลาย family,appweb,goahead,False,5,0.18252271010320928,3,1.2,compare_as_negative_or_confuser
gogs_CVE-2018-18925,,,,gogs,gogs,True,1,0.9991273313470003,1,7.000000000000001,validate_expected_family
gogs_CVE-2018-18925,,,,grafana,gogs,False,2,0.18626294682592465,2,1.1,compare_as_negative_or_confuser
gogs_CVE-2018-18925,,,,nextjs,gogs,False,3,0.18626294682592465,3,1.1,compare_as_negative_or_confuser
gogs_CVE-2018-18925,,,,rails,gogs,False,4,0.18626294682592465,4,1.1,compare_as_negative_or_confuser
gogs_CVE-2018-18925,,,,aria2,gogs,False,5,0.06704642156984379,26,0.0,compare_as_negative_or_confuser
grafana_CVE-2021-43798,7,positive_control,title ชัดและ model จัดถูก ใช้เป็น positive control,grafana,grafana,True,1,0.9990420492405276,1,7.100000000000001,validate_expected_family
grafana_CVE-2021-43798,7,positive_control,title ชัดและ model จัดถูก ใช้เป็น positive control,gogs,grafana,False,2,0.17390898829284226,2,1.2,compare_as_negative_or_confuser
grafana_CVE-2021-43798,7,positive_control,title ชัดและ model จัดถูก ใช้เป็น positive control,nextjs,grafana,False,3,0.17390898829284226,3,1.2,compare_as_negative_or_confuser
grafana_CVE-2021-43798,7,positive_control,title ชัดและ model จัดถูก ใช้เป็น positive control,rails,grafana,False,4,0.17390898829284226,4,1.2,compare_as_negative_or_confuser
grafana_CVE-2021-43798,7,positive_control,title ชัดและ model จัดถูก ใช้เป็น positive control,aria2,grafana,False,5,0.06672716937459865,26,0.0,compare_as_negative_or_confuser
jenkins_CVE-2018-1000861,,,,jenkins,jenkins,True,1,0.9991425626163684,1,7.000000000000001,validate_expected_family
jenkins_CVE-2018-1000861,,,,jetty,jenkins,False,2,0.99838125346927,2,6.500000000000001,compare_as_negative_or_confuser
jenkins_CVE-2018-1000861,,,,thinkphp,jenkins,False,3,0.1927809278053636,13,1.1,compare_as_negative_or_confuser
jenkins_CVE-2018-1000861,,,,tomcat,jenkins,False,4,0.1927809278053636,14,1.1,compare_as_negative_or_confuser
jenkins_CVE-2018-1000861,,,,adminer,jenkins,False,5,0.19278092780536357,3,1.1,compare_as_negative_or_confuser
jetty_CVE-2021-28164,,,,jetty,jetty,True,1,0.998778906003757,1,8.5,validate_expected_family
jetty_CVE-2021-28164,,,,adminer,jetty,False,2,0.194476515470037,2,1.1,compare_as_negative_or_confuser
jetty_CVE-2021-28164,,,,appweb,jetty,False,3,0.194476515470037,3,1.1,compare_as_negative_or_confuser
jetty_CVE-2021-28164,,,,drupal,jetty,False,4,0.194476515470037,4,1.1,compare_as_negative_or_confuser
jetty_CVE-2021-28164,,,,goahead,jetty,False,5,0.194476515470037,5,1.1,compare_as_negative_or_confuser
joomla_CVE-2023-23752,4,regression_guard,เคยพลาดหนักแต่รอบ enrich ดีขึ้นแล้ว ใช้เช็กว่า scan/feature ใหม่ไม่ทำให้ regression,joomla,joomla,True,1,0.45182505643456766,1,4.3500000000000005,validate_expected_family
joomla_CVE-2023-23752,4,regression_guard,เคยพลาดหนักแต่รอบ enrich ดีขึ้นแล้ว ใช้เช็กว่า scan/feature ใหม่ไม่ทำให้ regression,aria2,joomla,False,2,0.0788722044610118,26,0.0,compare_as_negative_or_confuser
joomla_CVE-2023-23752,4,regression_guard,เคยพลาดหนักแต่รอบ enrich ดีขึ้นแล้ว ใช้เช็กว่า scan/feature ใหม่ไม่ทำให้ regression,redis,joomla,False,3,0.0788722044610118,27,0.0,compare_as_negative_or_confuser
joomla_CVE-2023-23752,4,regression_guard,เคยพลาดหนักแต่รอบ enrich ดีขึ้นแล้ว ใช้เช็กว่า scan/feature ใหม่ไม่ทำให้ regression,nextjs,joomla,False,4,0.022467827360221446,2,2.083333333333333,compare_as_negative_or_confuser
joomla_CVE-2023-23752,4,regression_guard,เคยพลาดหนักแต่รอบ enrich ดีขึ้นแล้ว ใช้เช็กว่า scan/feature ใหม่ไม่ทำให้ regression,shiro,joomla,False,5,0.014479975670876033,3,1.8,compare_as_negative_or_confuser
nextjs_CVE-2025-29927,,,,nextjs,nextjs,True,1,0.9726159370540337,1,4.820000000000001,validate_expected_family
nextjs_CVE-2025-29927,,,,drupal,nextjs,False,2,0.8616700323349831,2,4.12,compare_as_negative_or_confuser
nextjs_CVE-2025-29927,,,,gogs,nextjs,False,3,0.08825598150139809,3,1.4200000000000002,compare_as_negative_or_confuser
nextjs_CVE-2025-29927,,,,grafana,nextjs,False,4,0.08825598150139809,4,1.4200000000000002,compare_as_negative_or_confuser
nextjs_CVE-2025-29927,,,,rails,nextjs,False,5,0.08825598150139809,5,1.4200000000000002,compare_as_negative_or_confuser
nexus_CVE-2019-7238,,,,nexus,nexus,True,1,0.18004365650275345,1,0.89,validate_expected_family
nexus_CVE-2019-7238,,,,adminer,nexus,False,2,0.0547052715361441,2,0.19,compare_as_negative_or_confuser
nexus_CVE-2019-7238,,,,appweb,nexus,False,3,0.0547052715361441,3,0.19,compare_as_negative_or_confuser
nexus_CVE-2019-7238,,,,couchdb,nexus,False,4,0.0547052715361441,4,0.19,compare_as_negative_or_confuser
nexus_CVE-2019-7238,,,,druid,nexus,False,5,0.0547052715361441,5,0.19,compare_as_negative_or_confuser
nginx_CVE-2017-7529,9,positive_control,server/title ชัด ใช้เป็น web server control,nginx,nginx,True,1,0.9989636268162072,1,9.34,validate_expected_family
nginx_CVE-2017-7529,9,positive_control,server/title ชัด ใช้เป็น web server control,thinkphp,nginx,False,2,0.09520285716625858,13,1.44,compare_as_negative_or_confuser
nginx_CVE-2017-7529,9,positive_control,server/title ชัด ใช้เป็น web server control,tomcat,nginx,False,3,0.09520285716625858,14,1.44,compare_as_negative_or_confuser
nginx_CVE-2017-7529,9,positive_control,server/title ชัด ใช้เป็น web server control,adminer,nginx,False,4,0.09520285716625852,2,1.44,compare_as_negative_or_confuser
nginx_CVE-2017-7529,9,positive_control,server/title ชัด ใช้เป็น web server control,appweb,nginx,False,5,0.09520285716625852,3,1.44,compare_as_negative_or_confuser
phpmyadmin_CVE-2018-12613,,,,phpmyadmin,phpmyadmin,True,1,0.9946900889836258,1,5.333333333333334,validate_expected_family
phpmyadmin_CVE-2018-12613,,,,adminer,phpmyadmin,False,2,0.19423175005695426,2,1.1,compare_as_negative_or_confuser
phpmyadmin_CVE-2018-12613,,,,appweb,phpmyadmin,False,3,0.19423175005695426,3,1.1,compare_as_negative_or_confuser
phpmyadmin_CVE-2018-12613,,,,drupal,phpmyadmin,False,4,0.19423175005695426,4,1.1,compare_as_negative_or_confuser
phpmyadmin_CVE-2018-12613,,,,goahead,phpmyadmin,False,5,0.19423175005695426,5,1.1,compare_as_negative_or_confuser
rails_CVE-2018-3760,,,,rails,rails,True,1,0.9991273313470003,1,7.000000000000001,validate_expected_family
rails_CVE-2018-3760,,,,gogs,rails,False,2,0.18626294682592462,2,1.1,compare_as_negative_or_confuser
rails_CVE-2018-3760,,,,grafana,rails,False,3,0.18626294682592462,3,1.1,compare_as_negative_or_confuser
rails_CVE-2018-3760,,,,nextjs,rails,False,4,0.18626294682592462,4,1.1,compare_as_negative_or_confuser
rails_CVE-2018-3760,,,,aria2,rails,False,5,0.06704642156984372,26,0.0,compare_as_negative_or_confuser
rails_CVE-2019-5418,,,,rails,rails,True,1,0.9991273313470003,1,7.000000000000001,validate_expected_family
rails_CVE-2019-5418,,,,gogs,rails,False,2,0.18626294682592462,2,1.1,compare_as_negative_or_confuser
rails_CVE-2019-5418,,,,grafana,rails,False,3,0.18626294682592462,3,1.1,compare_as_negative_or_confuser
rails_CVE-2019-5418,,,,nextjs,rails,False,4,0.18626294682592462,4,1.1,compare_as_negative_or_confuser
rails_CVE-2019-5418,,,,aria2,rails,False,5,0.06704642156984372,26,0.0,compare_as_negative_or_confuser
redis_CVE-2022-0543,5,positive_control,non-http service fingerprint ชัด ใช้เป็นตัวเทียบว่าระบบทำถูกหน้าตาเป็นอย่างไร,redis,redis,True,1,0.9998289681273496,1,6.7,validate_expected_family
redis_CVE-2022-0543,5,positive_control,non-http service fingerprint ชัด ใช้เป็นตัวเทียบว่าระบบทำถูกหน้าตาเป็นอย่างไร,aria2,redis,False,2,0.3458320136094955,2,0.6,compare_as_negative_or_confuser
redis_CVE-2022-0543,5,positive_control,non-http service fingerprint ชัด ใช้เป็นตัวเทียบว่าระบบทำถูกหน้าตาเป็นอย่างไร,adminer,redis,False,3,0.02243032135000907,3,0.27,compare_as_negative_or_confuser
redis_CVE-2022-0543,5,positive_control,non-http service fingerprint ชัด ใช้เป็นตัวเทียบว่าระบบทำถูกหน้าตาเป็นอย่างไร,appweb,redis,False,4,0.02243032135000907,4,0.27,compare_as_negative_or_confuser
redis_CVE-2022-0543,5,positive_control,non-http service fingerprint ชัด ใช้เป็นตัวเทียบว่าระบบทำถูกหน้าตาเป็นอย่างไร,couchdb,redis,False,5,0.02243032135000907,5,0.27,compare_as_negative_or_confuser
shiro_CVE-2016-4437,2,hard_failure,หลัง enrich แล้ว Shiro ยังพลาด เพราะมีแค่หน้า Login Page ไม่พอแยกจาก web app อื่น,shiro,shiro,True,1,0.9852921609407287,1,4.600000000000001,validate_expected_family
shiro_CVE-2016-4437,2,hard_failure,หลัง enrich แล้ว Shiro ยังพลาด เพราะมีแค่หน้า Login Page ไม่พอแยกจาก web app อื่น,thinkphp,shiro,False,2,0.18252271010320928,13,1.2,compare_as_negative_or_confuser
shiro_CVE-2016-4437,2,hard_failure,หลัง enrich แล้ว Shiro ยังพลาด เพราะมีแค่หน้า Login Page ไม่พอแยกจาก web app อื่น,tomcat,shiro,False,3,0.18252271010320928,14,1.2,compare_as_negative_or_confuser
shiro_CVE-2016-4437,2,hard_failure,หลัง enrich แล้ว Shiro ยังพลาด เพราะมีแค่หน้า Login Page ไม่พอแยกจาก web app อื่น,adminer,shiro,False,4,0.18252271010320925,2,1.2,compare_as_negative_or_confuser
shiro_CVE-2016-4437,2,hard_failure,หลัง enrich แล้ว Shiro ยังพลาด เพราะมีแค่หน้า Login Page ไม่พอแยกจาก web app อื่น,appweb,shiro,False,5,0.18252271010320925,3,1.2,compare_as_negative_or_confuser
solr_CVE-2017-12629-RCE,,,,solr,solr,True,1,0.9991269360636558,1,7.000000000000001,validate_expected_family
solr_CVE-2017-12629-RCE,,,,aria2,solr,False,2,0.0671804177623332,26,0.0,compare_as_negative_or_confuser
solr_CVE-2017-12629-RCE,,,,redis,solr,False,3,0.0671804177623332,27,0.0,compare_as_negative_or_confuser
solr_CVE-2017-12629-RCE,,,,adminer,solr,False,4,0.037857239696083546,2,0.4,compare_as_negative_or_confuser
solr_CVE-2017-12629-RCE,,,,appweb,solr,False,5,0.037857239696083546,3,0.4,compare_as_negative_or_confuser
spring_CVE-2022-22965,1,hard_failure,หลัง enrich แล้ว Spring ยังพลาด เพราะ port 8080/Tomcat ชนกับหลาย family และยังไม่มี Spring-specific evidence ชัด,spring,spring,True,1,0.9863367719860573,1,4.600000000000001,validate_expected_family
spring_CVE-2022-22965,1,hard_failure,หลัง enrich แล้ว Spring ยังพลาด เพราะ port 8080/Tomcat ชนกับหลาย family และยังไม่มี Spring-specific evidence ชัด,tomcat,spring,False,2,0.8010283295480481,2,2.9000000000000004,compare_as_negative_or_confuser
spring_CVE-2022-22965,1,hard_failure,หลัง enrich แล้ว Spring ยังพลาด เพราะ port 8080/Tomcat ชนกับหลาย family และยังไม่มี Spring-specific evidence ชัด,adminer,spring,False,3,0.18334875989096572,3,1.2,compare_as_negative_or_confuser
spring_CVE-2022-22965,1,hard_failure,หลัง enrich แล้ว Spring ยังพลาด เพราะ port 8080/Tomcat ชนกับหลาย family และยังไม่มี Spring-specific evidence ชัด,appweb,spring,False,4,0.18334875989096572,4,1.2,compare_as_negative_or_confuser
spring_CVE-2022-22965,1,hard_failure,หลัง enrich แล้ว Spring ยังพลาด เพราะ port 8080/Tomcat ชนกับหลาย family และยังไม่มี Spring-specific evidence ชัด,drupal,spring,False,5,0.18334875989096572,5,1.2,compare_as_negative_or_confuser
struts2_s2-045,,,,struts2,struts2,True,1,0.9991425626163684,1,7.000000000000001,validate_expected_family
struts2_s2-045,,,,jetty,struts2,False,2,0.99838125346927,2,6.500000000000001,compare_as_negative_or_confuser
struts2_s2-045,,,,thinkphp,struts2,False,3,0.19278092780536368,13,1.1,compare_as_negative_or_confuser
struts2_s2-045,,,,tomcat,struts2,False,4,0.19278092780536368,14,1.1,compare_as_negative_or_confuser
struts2_s2-045,,,,adminer,struts2,False,5,0.19278092780536366,3,1.1,compare_as_negative_or_confuser
thinkphp_5-rce,,,,thinkphp,thinkphp,True,1,0.9959710240174102,1,4.330000000000001,validate_expected_family
thinkphp_5-rce,,,,adminer,thinkphp,False,2,0.4348308569109023,2,0.9299999999999999,compare_as_negative_or_confuser
thinkphp_5-rce,,,,appweb,thinkphp,False,3,0.4348308569109023,3,0.9299999999999999,compare_as_negative_or_confuser
thinkphp_5-rce,,,,drupal,thinkphp,False,4,0.4348308569109023,4,0.9299999999999999,compare_as_negative_or_confuser
thinkphp_5-rce,,,,goahead,thinkphp,False,5,0.4348308569109023,5,0.9299999999999999,compare_as_negative_or_confuser
tomcat_CVE-2017-12615,8,positive_control,Tomcat banner/title ชัด ใช้แยกจาก Spring/Struts,spring,tomcat,False,1,0.9257941540505044,1,4.15,compare_as_negative_or_confuser
tomcat_CVE-2017-12615,8,positive_control,Tomcat banner/title ชัด ใช้แยกจาก Spring/Struts,tomcat,tomcat,True,2,0.9257941540505044,2,4.15,validate_expected_family
tomcat_CVE-2017-12615,8,positive_control,Tomcat banner/title ชัด ใช้แยกจาก Spring/Struts,adminer,tomcat,False,3,0.180353008072634,3,1.2,compare_as_negative_or_confuser
tomcat_CVE-2017-12615,8,positive_control,Tomcat banner/title ชัด ใช้แยกจาก Spring/Struts,appweb,tomcat,False,4,0.180353008072634,4,1.2,compare_as_negative_or_confuser
tomcat_CVE-2017-12615,8,positive_control,Tomcat banner/title ชัด ใช้แยกจาก Spring/Struts,drupal,tomcat,False,5,0.180353008072634,5,1.2,compare_as_negative_or_confuser
webmin_CVE-2019-15107,,,,webmin,webmin,True,1,0.9975564597761946,1,6.750000000000001,validate_expected_family
webmin_CVE-2019-15107,,,,shiro,webmin,False,2,0.14564274297785532,2,1.25,compare_as_negative_or_confuser
webmin_CVE-2019-15107,,,,aria2,webmin,False,3,0.06740360067638672,26,0.0,compare_as_negative_or_confuser
webmin_CVE-2019-15107,,,,redis,webmin,False,4,0.06740360067638672,27,0.0,compare_as_negative_or_confuser
webmin_CVE-2019-15107,,,,thinkphp,webmin,False,5,0.03797068671680843,24,0.4,compare_as_negative_or_confuser
